"Internal ID(Do Not Change)","Product Title","Edit Unlimited Inventory(yes/no)","Assigned option values","Option ID(Do Not Change)",sku,upc,"Manufacturer Product Id",Department,Price,"Edit Inventory","Edit Cost","Inventory Note"
"=""53408368""","2-1/2in Strips Roll Up Kona Cotton Solids Bright Palette 41pcs",no,,77285593,"=""""","=""0784626613973""","=""RU-231-41""",Fabric,36.99,0,18.15
"=""52906111""","2-1/2in Strips Roll Up Kona Cotton Solids Neutrals Palette 41pcs",no,,76541784,"=""""","=""784626613997""","=""RU-233-41""",Fabric,36.99,1,18.15
"=""53407978""","2-1/2in Strips Roll Up Kona Cotton Solids Pastel Palette 41pcs",no,,77285082,"=""""","=""784626613966""","=""RU-230-41""",Fabric,36.99,0,18.15
"=""56241227""","2-1/2in Strips Roll Up Kona Solids Sunset ColorStory",no,,82000775,"=""RU-263-43""","=""784626648449""","=""RU-263-43""",Fabric,36.99,2,18.15
"=""43864371""","24 Inch Patriotic Eagle Panel",no,,64622614,"=""""","=""""","=""Panel-C7448-Multi""",Fabric,9.99,2,4.05
"=""53874441""","24in x 36in Self-healing Cutting Mat",no,,78058812,"=""""","=""816448023170""","=""2436MAT""",Notions,54.99,1,27.50
"=""48471442""","25 MM Bias Tape Maker",no,,70171512,"=""""","=""051221505270""","=""464 25""",Notions,7.75,3,3.88
"=""50908373""","25MM Fusible Bias Tape Maker",no,,73460435,"=""""","=""051221505478""","=""4015""",Notions,8.25,3,4.13
"=""42806786""","29"" Circular Knitting Needles Size 10",no,,62637359,"=""""","=""077216005709""","=""11929-10""",Yarn,5.25,3,1.37
"=""42806787""","29"" Circular Knitting Needles Size 10-1/2",no,,62637360,"=""""","=""077216005716""","=""11929-10.5""",Yarn,6.00,3,1.50
"=""42806784""","29"" Circular Knitting Needles Size 6",no,,62637357,"=""""","=""077216005662""","=""11929-6""",Yarn,6.00,1,1.25
"=""42806783""","29"" Circular Knitting Needles Size 7",no,,62637356,"=""""","=""077216005679""","=""11929-7""",Yarn,5.00,5,1.25
"=""42806785""","29"" Circular Knitting Needles Size 8",no,,62637358,"=""""","=""077216005686""","=""11929-8""",Yarn,5.00,7,1.25
"=""42806788""","29"" Circular Knitting Needles Size 9",no,,62637361,"=""""","=""077216005693""","=""11929-9""",Yarn,5.25,3,1.37
"=""42806774""","29in Circ",no,,62637347,"=""""","=""077216009202""","=""11929-19""",Yarn,5.99,0,1.50
"=""53712133""","30s Playtime Buttercup",no,,77812878,"=""""","=""752106591127""","=""33595 14""",,11.99,0,0.00
"=""53712127""","30s Playtime Charm Pack",no,,77812872,"=""""","=""752106588226""","=""33590PP""",,9.99,0,0.00
"=""53712129""","30s Playtime Eggshell",no,,77812874,"=""""","=""752106591073""","=""33594 11""",,11.99,0,0.00
"=""53712130""","30s Playtime Eggshell",no,,77812875,"=""""","=""752106591196""","=""33598 11""",,11.99,0,0.00
"=""53712128""","30s Playtime Jelly Roll®",no,,77812873,"=""""","=""752106588196""","=""33590JR""",,39.99,0,0.00
"=""53712135""","30s Playtime Lilac",no,,77812880,"=""""","=""752106591202""","=""33598 12""",,11.99,0,0.00
"=""53712136""","30s Playtime Lilac",no,,77812881,"=""""","=""752106590915""","=""33590 21""",,11.99,0,0.00
"=""53712131""","30s Playtime Petal",no,,77812877,"=""""","=""752106591080""","=""33594 13""",,11.99,0,0.00
"=""53712132""","30s Playtime Petal",no,,77812876,"=""""","=""752106591158""","=""33596 23""",,11.99,0,0.00
"=""53712134""","30s Playtime Scarlet",no,,77812879,"=""""","=""752106591141""","=""33595 18""",,11.99,0,0.00
"=""56601308""","33.8oz Best Press Spray Lavender Fields",no,,82611349,"=""""","=""035234600290""","=""21391""","Gifts and Home",16.95,1,8.20
"=""56600956""","33.8oz Best Press Spray Linen Fresh",no,,82607270,"=""""","=""035234600641""","=""21946""","Gifts and Home",16.95,2,8.20
"=""42806652""","4 Curved Quilting Needles",no,,62637223,"=""""","=""783932300522""","=""JJ604 00""",Notions,4.03,6,1.01
"=""53810781""","40yd Bella Quilter's Bias Binding -  Black",no,,77956695,"=""""","=""752106941359""","=""QB2 4517 BELLA 9900 99""",Notions,1.49,40,0.75
"=""53810779""","40yd Bella Quilter's Bias Binding - Admiral Blue",no,,77956699,"=""""","=""752106941335""","=""QB2 4515 BELLA 9900 48""",Notions,1.49,40,0.75
"=""53810780""","40yd Bella Quilter's Bias Binding - Christmas Red",no,,77956698,"=""""","=""752106941304""","=""QB2 4512 BELLA 9900 16""",Notions,1.49,40,0.75
"=""53810778""","40yd Bella Quilter's Bias Binding - Robins Egg",no,,77956696,"=""""","=""752106941328""","=""QB2 4514 BELLA 9900 85""",Notions,1.49,40,0.75
"=""41542959""","45mm Emperor Purple Rotary Cutter Handle",no,,60798246,"=""""","=""091511440096""","=""1120311""",Notions,17.99,0,9.00
"=""50376465""","45mm Perforating Rotary Blade 1pk",no,,72763678,"=""""","=""020335059702""","=""193610-1001""",Notions,9.89,2,4.95
"=""48444241""","45MM Splash Pink Rotary Cutter",no,,70131525,"=""""","=""091511220414""","=""1132645""",Notions,17.99,0,9.00
"=""41542963""","45mm Splash Rotary Cutter",no,,60798250,"=""""","=""091511610833""","=""RTY-2/C""",Notions,17.99,0,9.00
"=""42258510""","5"" Bamboo Knitting Needles",no,,61869787,"=""""","=""714329031415""","=""CLO3014-9""",Yarn,9.45,0,0.00
"=""42265593""","5"" Nonstick Titanium Softgrip",no,,61879182,"=""""","=""020335038400""","=""F5411""",,10.99,0,5.50
"=""43775490""","5"" square",no,,64521055,"=""""","=""""","=""""",,0.33,23,0.15
"=""43775916""","5"" Square Pack - You are My Sunshine",yes,,64521605,"=""""","=""""","=""""",Fabric,13.99,-2,5.40
"=""55602770""","505 Temporary Spray Fabric Adhesive 6.22oz",no,,80699894,"=""""","=""695301433338""","=""43333""",Notions,12.99,0,6.50
"=""49732449""","54 Calypso Rayon Lagoon",no,,71709794,"=""""","=""752106455412""","=""27258 32R""",CLEARANCE!!,12.49,11.25,4.97
"=""49732488""","54 Calypso Rayon Midnight",no,,71709848,"=""""","=""752106455474""","=""27258 105R""",Fabric,12.49,0,4.97
"=""49732512""","54 Calypso Rayon Midnight",no,,71709880,"=""""","=""752106455528""","=""27258 140R""",CLEARANCE!!,12.49,5.25,4.97
"=""49732424""","54 Calypso Rayon Turquoise",no,,71709760,"=""""","=""752106455443""","=""27258 42R""",CLEARANCE!!,12.49,6,4.97
"=""49732471""","54 Calypso Rayon Twilight",no,,71709825,"=""""","=""752106455429""","=""27258 35R""",Fabric,12.49,6,4.97
"=""50862557""","54 Smitten Lawns Red",no,,73391079,"=""""","=""752106421653""","=""55170 11LW""",,0.00,0,0.00
"=""43231080""","54 Tulle Black",no,,63239280,"=""""","=""717371004062""","=""591 31""",Fabric,1.69,29.5,0.60
"=""43231114""","54 Tulle Ivory",no,,63239326,"=""""","=""""","=""""",Fabric,1.69,34,0.60
"=""43231089""","54 Tulle Lavender",no,,63239294,"=""""","=""717371004147""","=""""",Fabric,1.69,8,0.60
"=""43231103""","54 Tulle White",no,,63239312,"=""""","=""717371004017""","=""""",Fabric,1.69,0,0.60
"=""51406831""","5in Squares Essential Gems Royal Nights 42pcs",no,,74232699,"=""""","=""745181375300""","=""Q507-28-507""",Fabric,12.99,0,6.50
"=""42978452""","5in Squares Kona Cotton Autumn Hues Palette 42pcs/bundle",no,,62875167,"=""""","=""784626928947""","=""CHS-722-42""",Fabric,11.29,0,5.70
"=""42978453""","5in Squares Kona Cotton Christmas Holiday Palette 42pcs/bundle",no,,62875168,"=""""","=""784626929616""","=""CHS-730-42""",Fabric,11.29,1,5.70
"=""42978259""","5in Squares Kona Cotton Fancy Florals 42pcs",no,,62874956,"=""""","=""784626736504""","=""CHS-349-42""",Fabric,11.29,0,5.70
"=""42978450""","5in Squares Kona Cotton Not Quite White 42pcs",no,,62875165,"=""""","=""784626736344""","=""CHS-339-42""",Fabric,11.29,0,5.70
"=""42978261""","5in Squares Kona Cotton Overcast 42pcs",no,,62874958,"=""""","=""784626735828""","=""CHS-336-42""",Fabric,11.29,0,5.70
"=""42978451""","5in Squares Kona Cotton Patriotic Holiday Palette 42pcs/bundle",no,,62875166,"=""""","=""784626929609""","=""CHS-729-42""",Fabric,11.29,0,5.70
"=""42978260""","5in Squares Kona Cotton Pool Party 42pcs",no,,62874957,"=""""","=""784626736511""","=""CHS-350-42""",Fabric,11.29,0,5.70
"=""42978262""","5in Squares Kona Cotton Sediment 42pcs",no,,62874959,"=""""","=""784626736320""","=""CHS-337-42""",Fabric,11.29,0,5.70
"=""42978256""","5in Squares Kona Solids Black Colorway 42pcs",no,,62874953,"=""""","=""784626528260""","=""CHS-124-42""",Fabric,11.29,1,5.70
"=""42978263""","5in Squares Kona Solids White Colorway 42pcs",no,,62874960,"=""""","=""784626520783""","=""CHS-120-42""",Fabric,11.29,0,5.70
"=""42979258""","5in Squares Southern Bells Darlene Zimmerman",no,,62876505,"=""""","=""784626965164""","=""CHS-804-42""",Fabric,12.99,0,6.80
"=""42264054""","6 X 6 Q-Snap Frame",no,,61876663,"=""""","=""602449000063""","=""SF6""",Yarn,12.30,0,6.15
"=""42806418""","60MM Ergo Cutter RTY-3/DX",no,,62636949,"=""""","=""091511600452""","=""9655""",,49.90,2,12.00
"=""41542962""","60mm Olfa Rotary Cutter",no,,60798249,"=""""","=""091511300376""","=""RTY-3""",Notions,33.38,0,16.69
"=""50212723""","6in Aluminum Crochet Hook Size N  Previously Item 6218-N",no,,72483206,"=""""","=""070659777660""","=""332621800NM""",Notions,1.89,3,1.12
"=""42258512""","7"" Bamboo Knitting Needles  #7",no,,61869789,"=""""","=""714329031033""","=""CLO3015-7""",Yarn,9.50,0,4.75
"=""42258511""","7"" Bamboo Knitting Needles #8",no,,61869788,"=""""","=""714329429281""","=""CLO3015-8""",Yarn,9.50,1,4.75
"=""42806769""","7"" Double Point Silvalume Sock Set Knitting Needle",no,,62637342,"=""""","=""077216009219""","=""11108""",Notions,6.99,0,1.75
"=""42264051""","7"" Wood Embroidery Hoop",no,,61876660,"=""""","=""082676375170""","=""E7""",Yarn,1.80,0,0.90
"=""41542982""","8"" Performance Straight Fashion Scissors - Blue",no,,60798269,"=""""","=""020335049390""","=""F142490""",Notions,9.99,0,5.00
"=""41542985""","8"" Softgrip Titanium Fashion Scissors 2/Pk",no,,60798272,"=""""","=""020335037632""","=""F154090""",Notions,22.99,0,11.50
"=""42298369""","8616-66 Lush Grass",no,,61925354,"=""""","=""045945179800""","=""NATURALTREA2-8616-66""",Fabric,10.49,0,5.35
"=""42298367""","8621-66 Evergreens",no,,61925352,"=""""","=""045945179855""","=""NATURALTREA2-8621-66""",Fabric,10.49,0,5.35
"=""53746053""","A Blooming Bunch Aqua",no,,77866254,"=""""","=""752106569089""","=""40040 21""",Fabric,11.99,7.167,5.65
"=""50862552""","A Blooming Bunch Aqua",no,,73391074,"=""""","=""752106569355""","=""40047 32""",Fabric,11.99,14.417,5.65
"=""50862553""","A Blooming Bunch Aqua",no,,73391075,"=""""","=""752106569119""","=""40041 21""",Fabric,11.99,0,5.65
"=""50862554""","A Blooming Bunch Aqua",no,,73391076,"=""""","=""752106569317""","=""40046 20""",Fabric,11.99,12.417,5.65
"=""50862542""","A Blooming Bunch Bubblegum",no,,73391064,"=""""","=""752106569065""","=""40040 14""",Fabric,11.99,0,5.65
"=""50862547""","A Blooming Bunch Bubblegum",no,,73391068,"=""""","=""752106569270""","=""40046 14""",Fabric,11.99,8,5.65
"=""50862541""","A Blooming Bunch Charm Pack",no,,73391063,"=""""","=""752106569034""","=""40040PP""",Fabric,9.99,3,5.00
"=""50862551""","A Blooming Bunch Cheddar",no,,73391073,"=""""","=""752106569263""","=""40046 13""",Fabric,11.99,8.417,5.65
"=""53746052""","A Blooming Bunch Cheddar",no,,77866252,"=""""","=""752106569171""","=""40043 13""",Fabric,11.99,1.75,5.65
"=""50862545""","A Blooming Bunch Citrine",no,,73391067,"=""""","=""752106569102""","=""40041 19""",Fabric,11.99,12.667,5.65
"=""50862550""","A Blooming Bunch Citrine",no,,73391072,"=""""","=""752106569072""","=""40040 19""",Fabric,11.99,12.167,5.65
"=""50862546""","A Blooming Bunch Cloud",no,,73391069,"=""""","=""752106569041""","=""40040 11""",Fabric,11.99,7.917,5.65
"=""50862548""","A Blooming Bunch Cloud",no,,73391070,"=""""","=""752106569164""","=""40043 11""",Fabric,11.99,10.667,5.65
"=""50862549""","A Blooming Bunch Cloud",no,,73391071,"=""""","=""752106569201""","=""40044 11""",Fabric,11.99,0,5.65
"=""50862540""","A Blooming Bunch Jelly Roll®",no,,73391062,"=""""","=""752106569003""","=""40040JR""",Fabric,39.99,5,20.00
"=""53622879""","A Blooming Bunch Layer Cake®",no,,77682152,"=""""","=""752106569010""","=""40040LC""",Fabric,39.99,0,0.00
"=""50862543""","A Blooming Bunch Multi",no,,73391065,"=""""","=""752106569324""","=""40047 11""",Fabric,11.99,13.417,5.65
"=""53746051""","A Blooming Bunch Surf",no,,77866253,"=""""","=""752106569195""","=""40043 20""",Fabric,11.99,5.637,5.65
"=""50862544""","A Blooming Bunch Sweetie",no,,73391066,"=""""","=""752106569188""","=""40043 16""",Fabric,11.99,5.667,5.65
"=""50382197""","Acrylic Picture Frame - 5x7",no,,72771724,"=""549413""","=""""","=""""","Craft Kits",3.00,10,2.52
"=""42264055""","Aida Cloth #14 Black 15inx18in",no,,61876664,"=""""","=""078243044563""","=""TC14360853""",Yarn,5.60,0,2.61
"=""42264056""","Aida Cloth #14 Ivory 15inx18in",no,,61876665,"=""""","=""078243044594""","=""TC14364290""",Yarn,5.60,0,2.61
"=""42264057""","Aida Cloth #14 White 15inx18in",no,,61876666,"=""""","=""078243033635""","=""TC14366750""",Yarn,5.60,1,2.61
"=""42806683""","All Purpose Sewers Aid",no,,62637254,"=""""","=""072879261608""","=""923""",,6.59,4,1.64
"=""42874337""","All-Purpose Poly Coil Zipper 22in Sun Yellow",no,,62731697,"=""""","=""073650827174""","=""F7222-7250""",Notions,2.25,0,1.12
"=""42874339""","All-Purpose Polyester Coil Zipper 9in Sun Yellow",no,,62731700,"=""""","=""073650826986""","=""F7209-7250""",Notions,1.80,2,0.90
"=""47826335""","Aloha Batiks Charm Pack",no,,69462916,"=""""","=""752106548817""","=""4356PP""",Fabric,11.99,0,6.00
"=""47826336""","Aloha Batiks Jelly Roll®",no,,69462915,"=""""","=""752106548794""","=""4356JR""",Fabric,43.99,0,22.00
"=""53712219""","American Gathering Charm Pack",no,,77812964,"=""""","=""752106571686""","=""49120PP""",Fabric,9.99,24,5.00
"=""55213147""","American Gathering Cream",no,,79966137,"=""""","=""752106571990""","=""49127 11""",Fabric,11.99,5.167,5.65
"=""53712214""","American Gathering Cream Navy",no,,77812957,"=""""","=""752106571778""","=""49122 12""",Fabric,11.99,7.5,5.65
"=""53712216""","American Gathering Cream Navy",no,,77812961,"=""""","=""752106571815""","=""49123 12""",Fabric,11.99,6.5,5.65
"=""55213067""","American Gathering Cream Navy",no,,79966017,"=""""","=""752106571914""","=""49125 12""",Fabric,11.99,7.5,5.65
"=""55213210""","American Gathering Cream Red",no,,79966210,"=""""","=""752106571853""","=""49124 11""",Fabric,11.99,8.417,5.65
"=""55213223""","American Gathering Cream Red",no,,79966233,"=""""","=""752106571952""","=""49126 11""",Fabric,11.99,8.417,5.65
"=""53712210""","American Gathering Cream Red - Old Glory Script",no,,77812955,"=""""","=""752106571693""","=""49120 11""",Fabric,11.99,8.417,5.65
"=""53712220""","American Gathering Jelly Roll®",no,,77812965,"=""""","=""752106571655""","=""49120JR""",,39.99,0,0.00
"=""56536737""","American Gathering Layer Cake - Store-Cut",no,,82521555,"=""""","=""""","=""""",Fabric,38.99,0,19.00
"=""57244604""","American Gathering Layer Cake®",no,,83888562,"=""""","=""752106571662""","=""49120LC""",,39.99,0,0.00
"=""53712213""","American Gathering Multi",no,,77812959,"=""""","=""752106571730""","=""49121 11""",Fabric,11.99,8.667,5.65
"=""53712215""","American Gathering Navy",no,,77812960,"=""""","=""752106571754""","=""49121 13""",Fabric,11.99,8.667,5.65
"=""53712217""","American Gathering Navy",no,,77812962,"=""""","=""752106571792""","=""49122 15""",Fabric,11.99,8.417,5.65
"=""55213180""","American Gathering Navy",no,,79966176,"=""""","=""752106571983""","=""49126 15""",Fabric,11.99,8.667,5.65
"=""55213197""","American Gathering Navy",no,,79966197,"=""""","=""752106572058""","=""49128 14""",Fabric,11.99,6.417,5.65
"=""55213293""","American Gathering Navy",no,,79966344,"=""""","=""752106571846""","=""49123 15""",Fabric,11.99,1.5,5.65
"=""53712209""","American Gathering Navy - Old Glory Script",no,,77812954,"=""""","=""752106571723""","=""49120 15""",Fabric,11.99,6.667,5.65
"=""53712211""","American Gathering Red",no,,77812956,"=""""","=""752106571747""","=""49121 12""",Fabric,11.99,8.667,5.65
"=""53712212""","American Gathering Red",no,,77812958,"=""""","=""752106571785""","=""49122 13""",Fabric,11.99,7.167,5.65
"=""55213238""","American Gathering Red",no,,79966256,"=""""","=""752106572003""","=""49127 12""",Fabric,11.99,8.417,5.65
"=""55213257""","American Gathering Red",no,,79966298,"=""""","=""752106572041""","=""49128 13""",Fabric,11.99,8.417,5.65
"=""55213164""","American Gathering Red Navy",no,,79966157,"=""""","=""752106571921""","=""49125 14""",Fabric,11.99,8.667,5.65
"=""55213272""","American Gathering Red Navy",no,,79966320,"=""""","=""752106571884""","=""49124 14""",Fabric,11.99,8.667,5.65
"=""50379518""","Amethyst - Cotton/Spandex Knit",no,,72767613,"=""""","=""""","=""NTC-120""",Fabric,8.99,8.625,2.95
"=""51477831""","Animal Kingdom - Cheetah Print",no,,74333183,"=""SRKD-19874-286 WILD""","=""""","=""SRKD-19874-286 WILD""",Fabric,12.99,35,5.55
"=""51477769""","Animal Kingdom - Tiger Panel",no,,74333103,"=""AYHD-19870-286 WILD""","=""""","=""AYHD-19870-286 WILD""",Fabric,10.99,15,3.71
"=""51477793""","Animal Kingdom - Tiger Print",no,,74333131,"=""SRKD-19875-286 WILD""","=""""","=""SRKD-19875-286 WILD""",Fabric,12.99,10.5,5.55
"=""57229564""","Anti Glue Machine Needle 75 5ct",no,,83868078,"=""""","=""4964832910738""","=""3000135""",,7.99,0,0.00
"=""41994379""",Antique,no,,61453662,"=""""","=""714329984223""","=""VRDRC128""",Patterns,2.00,3,1.00
"=""44958036""","Antonia Tiger",no,,66087221,"=""""","=""703556051594""","=""EH 053""",Patterns,12.00,1,5.58
"=""42806432""","Aqua Eraser Set",no,,62636963,"=""""","=""4989783070232""","=""7023""",,13.95,1,3.49
"=""42207408""","ARCTIC DOTS",no,,61800558,"=""Dot-C1820-Arctic""","=""""","=""Dot-C1820-Arctic""",CLEARANCE!!,10.99,0,4.90
"=""50382218""","At Your Fingertips Kit - Learn to Sew #3",no,,72771750,"=""353228""","=""""","=""""",Fabric,12.00,0,6.88
"=""42214795""","Aubergine Speckle",no,,61817396,"=""""","=""887816237369""","=""63990D430715""",Fabric,8.99,3.375,2.65
"=""42215952""","Audrey -White",no,,61819254,"=""967559""","=""""","=""""",Fabric,8.99,4.75,4.20
"=""50862574""",Augustina,no,,73391096,"=""""","=""619011984218""","=""VRD RC212""",Patterns,2.00,1,1.00
"=""42258521""","Aunt Lydia's Classic Crochet Thread Black",no,,61869798,"=""""","=""714329184852""","=""CAC154-0012""",Notions,3.50,2,1.76
"=""42258526""","Aunt Lydia's Classic Crochet Thread Delft",no,,61869803,"=""""","=""714329577142""","=""CAC154-0480""",Notions,3.50,3,1.76
"=""42258524""","Aunt Lydia's Classic Crochet Thread Forest Green",no,,61869801,"=""""","=""714329100081""","=""CAC154-0449""",Notions,3.50,3,1.76
"=""42258525""","Aunt Lydia's Classic Crochet Thread Maize",no,,61869802,"=""""","=""714329492216""","=""CAC154-0423""",Notions,3.50,3,1.76
"=""42258528""","Aunt Lydia's Classic Crochet Thread Navy",no,,61869805,"=""""","=""714329975597""","=""CAC154-0486""",Notions,3.50,3,1.76
"=""42258522""","Aunt Lydia's Classic Crochet Thread Orchid Pink",no,,61869799,"=""""","=""714329548746""","=""CAC154-0401""",Notions,3.50,2,1.76
"=""42258527""","Aunt Lydia's Classic Crochet Thread Purple",no,,61869804,"=""""","=""714329725574""","=""CAC154-0458""",Notions,3.50,0,1.76
"=""42258530""","Aunt Lydia's Classic Crochet Thread Red",no,,61869807,"=""""","=""714329928869""","=""CAC154-0196""",Notions,3.50,2,1.76
"=""42258523""","Aunt Lydia's Classic Crochet Thread Silver",no,,61869800,"=""""","=""714329366920""","=""CAC154-0435""",Notions,3.50,2,1.76
"=""42258529""","Aunt Lydia's Classic Crochet Thread Violet",no,,61869806,"=""""","=""714329297521""","=""CAC154-0495""",Notions,3.50,1,1.76
"=""42258520""","Aunt Lydia's Classic Crochet Thread White",no,,61869797,"=""""","=""714329272511""","=""CAC154-0001""",Notions,3.50,2,1.76
"=""42524938""","Auricase Empty 12 Slot Box",no,,62212427,"=""""","=""8057252110515""","=""SOAC12""",Notions,6.00,1,4.00
"=""49919305""","Australian Shepherd Precut Fused Applique Pack",no,,71933159,"=""""","=""611355713271""","=""WCCPREAUST""",CLEARANCE!!,12.99,0,6.00
